entry_id,entry_date,period,account_code,account_name,entry_type,debit,credit,description,source_doc,customer_id,posted_by,notes
GL-000552,2026-03-29,2026-03,4000,Revenue – Product Sales,Invoice,0,1197294.63,Revenue recognition INV-00277,INV-00277,CUST-012,kchan,
GL-000553,2026-03-17,2026-03,1200,Accounts Receivable,Invoice,10544.87,0,Invoice INV-00278 – CUST-012,INV-00278,CUST-012,kchan,
GL-000554,2026-03-17,2026-03,4000,Revenue – Product Sales,Invoice,0,10544.87,Revenue recognition INV-00278,INV-00278,CUST-012,tbrown,
GL-000555,2026-03-16,2026-03,1200,Accounts Receivable,Invoice,17265.31,0,Invoice INV-00279 – CUST-012,INV-00279,CUST-012,jsmith,
GL-000556,2026-03-16,2026-03,4000,Revenue – Product Sales,Invoice,0,17265.31,Revenue recognition INV-00279,INV-00279,CUST-012,arogers,
GL-000557,2026-03-18,2026-03,1200,Accounts Receivable,Invoice,3212.04,0,Invoice INV-00280 – CUST-012,INV-00280,CUST-012,jsmith,
GL-000558,2026-03-18,2026-03,4000,Revenue – Product Sales,Invoice,0,3212.04,Revenue recognition INV-00280,INV-00280,CUST-012,arogers,
GL-000559,2026-03-17,2026-03,1200,Accounts Receivable,Invoice,1192008.03,0,Invoice INV-00281 – CUST-013,INV-00281,CUST-013,mlopez,
GL-000560,2026-03-17,2026-03,4000,Revenue – Product Sales,Invoice,0,1192008.03,Revenue recognition INV-00281,INV-00281,CUST-013,tbrown,
GL-000561,2026-03-11,2026-03,1200,Accounts Receivable,Invoice,52805.25,0,Invoice INV-00282 – CUST-013,INV-00282,CUST-013,mlopez,
GL-000562,2026-03-11,2026-03,4000,Revenue – Product Sales,Invoice,0,52805.25,Revenue recognition INV-00282,INV-00282,CUST-013,kchan,
GL-000563,2026-03-25,2026-03,1200,Accounts Receivable,Invoice,70192.03,0,Invoice INV-00283 – CUST-014,INV-00283,CUST-014,kchan,
GL-000564,2026-03-25,2026-03,4000,Revenue – Product Sales,Invoice,0,70192.03,Revenue recognition INV-00283,INV-00283,CUST-014,tbrown,
GL-000565,2026-03-28,2026-03,1200,Accounts Receivable,Invoice,136625.36,0,Invoice INV-00284 – CUST-015,INV-00284,CUST-015,mlopez,
GL-000566,2026-03-28,2026-03,4000,Revenue – Product Sales,Invoice,0,136625.36,Revenue recognition INV-00284,INV-00284,CUST-015,jsmith,
GL-000567,2026-03-23,2026-03,1200,Accounts Receivable,Invoice,24712.76,0,Invoice INV-00285 – CUST-016,INV-00285,CUST-016,mlopez,
GL-000568,2026-03-23,2026-03,4000,Revenue – Product Sales,Invoice,0,24712.76,Revenue recognition INV-00285,INV-00285,CUST-016,arogers,
GL-000569,2026-03-21,2026-03,1200,Accounts Receivable,Invoice,18290.38,0,Invoice INV-00286 – CUST-017,INV-00286,CUST-017,kchan,
GL-000570,2026-03-21,2026-03,4000,Revenue – Product Sales,Invoice,0,18290.38,Revenue recognition INV-00286,INV-00286,CUST-017,jsmith,
GL-000571,2026-03-06,2026-03,1200,Accounts Receivable,Invoice,69156.29,0,Invoice INV-00287 – CUST-018,INV-00287,CUST-018,kchan,
GL-000572,2026-03-06,2026-03,4000,Revenue – Product Sales,Invoice,0,69156.29,Revenue recognition INV-00287,INV-00287,CUST-018,mlopez,
GL-000573,2026-03-19,2026-03,1200,Accounts Receivable,Invoice,94403.76,0,Invoice INV-00288 – CUST-019,INV-00288,CUST-019,tbrown,
GL-000574,2026-03-19,2026-03,4000,Revenue – Product Sales,Invoice,0,94403.76,Revenue recognition INV-00288,INV-00288,CUST-019,jsmith,
GL-000575,2026-03-25,2026-03,1200,Accounts Receivable,Invoice,116906.07,0,Invoice INV-00289 – CUST-020,INV-00289,CUST-020,tbrown,
GL-000576,2026-03-25,2026-03,4000,Revenue – Product Sales,Invoice,0,116906.07,Revenue recognition INV-00289,INV-00289,CUST-020,mlopez,
GL-000577,2026-03-21,2026-03,1200,Accounts Receivable,Invoice,22539.21,0,Invoice INV-00290 – CUST-020,INV-00290,CUST-020,arogers,
GL-000578,2026-03-21,2026-03,4000,Revenue – Product Sales,Invoice,0,22539.21,Revenue recognition INV-00290,INV-00290,CUST-020,tbrown,
GL-000579,2026-03-26,2026-03,1200,Accounts Receivable,Invoice,49983.41,0,Invoice INV-00291 – CUST-020,INV-00291,CUST-020,tbrown,
GL-000580,2026-03-26,2026-03,4000,Revenue – Product Sales,Invoice,0,49983.41,Revenue recognition INV-00291,INV-00291,CUST-020,mlopez,
GL-000581,2026-03-16,2026-03,1200,Accounts Receivable,Invoice,49990.12,0,Invoice INV-00292 – CUST-021,INV-00292,CUST-021,jsmith,
GL-000582,2026-03-16,2026-03,4000,Revenue – Product Sales,Invoice,0,49990.12,Revenue recognition INV-00292,INV-00292,CUST-021,mlopez,
GL-000583,2026-03-23,2026-03,1200,Accounts Receivable,Invoice,83142.38,0,Invoice INV-00293 – CUST-021,INV-00293,CUST-021,tbrown,
GL-000584,2026-03-23,2026-03,4000,Revenue – Product Sales,Invoice,0,83142.38,Revenue recognition INV-00293,INV-00293,CUST-021,kchan,
GL-000585,2026-03-18,2026-03,1200,Accounts Receivable,Invoice,116733.88,0,Invoice INV-00294 – CUST-021,INV-00294,CUST-021,kchan,
GL-000586,2026-03-18,2026-03,4000,Revenue – Product Sales,Invoice,0,116733.88,Revenue recognition INV-00294,INV-00294,CUST-021,tbrown,
GL-000587,2026-03-08,2026-03,1200,Accounts Receivable,Invoice,6033.26,0,Invoice INV-00295 – CUST-021,INV-00295,CUST-021,jsmith,
GL-000588,2026-03-08,2026-03,4000,Revenue – Product Sales,Invoice,0,6033.26,Revenue recognition INV-00295,INV-00295,CUST-021,tbrown,
GL-000589,2026-03-08,2026-03,1200,Accounts Receivable,Invoice,354091.71,0,Invoice INV-00296 – CUST-022,INV-00296,CUST-022,kchan,
GL-000590,2026-03-08,2026-03,4000,Revenue – Product Sales,Invoice,0,354091.71,Revenue recognition INV-00296,INV-00296,CUST-022,arogers,
GL-000591,2026-03-17,2026-03,1200,Accounts Receivable,Invoice,159627.44,0,Invoice INV-00297 – CUST-023,INV-00297,CUST-023,tbrown,
GL-000592,2026-03-17,2026-03,4000,Revenue – Product Sales,Invoice,0,159627.44,Revenue recognition INV-00297,INV-00297,CUST-023,tbrown,
GL-000593,2026-03-13,2026-03,1200,Accounts Receivable,Invoice,17269.43,0,Invoice INV-00298 – CUST-023,INV-00298,CUST-023,arogers,
GL-000594,2026-03-13,2026-03,4000,Revenue – Product Sales,Invoice,0,17269.43,Revenue recognition INV-00298,INV-00298,CUST-023,jsmith,
GL-000595,2026-03-10,2026-03,1200,Accounts Receivable,Invoice,315426.5,0,Invoice INV-00299 – CUST-023,INV-00299,CUST-023,mlopez,
GL-000596,2026-03-10,2026-03,4000,Revenue – Product Sales,Invoice,0,315426.5,Revenue recognition INV-00299,INV-00299,CUST-023,kchan,
GL-000597,2026-03-28,2026-03,1200,Accounts Receivable,Invoice,236349.83,0,Invoice INV-00300 – CUST-024,INV-00300,CUST-024,kchan,
GL-000598,2026-03-28,2026-03,4000,Revenue – Product Sales,Invoice,0,236349.83,Revenue recognition INV-00300,INV-00300,CUST-024,mlopez,
GL-000599,2026-03-25,2026-03,1200,Accounts Receivable,Invoice,147135.27,0,Invoice INV-00301 – CUST-024,INV-00301,CUST-024,mlopez,
GL-000600,2026-03-25,2026-03,4000,Revenue – Product Sales,Invoice,0,147135.27,Revenue recognition INV-00301,INV-00301,CUST-024,mlopez,
GL-000601,2026-03-10,2026-03,1200,Accounts Receivable,Invoice,168407.26,0,Invoice INV-00302 – CUST-025,INV-00302,CUST-025,mlopez,
GL-000602,2026-03-10,2026-03,4000,Revenue – Product Sales,Invoice,0,168407.26,Revenue recognition INV-00302,INV-00302,CUST-025,kchan,
GL-000603,2026-03-20,2026-03,1200,Accounts Receivable,Invoice,213345.84,0,Invoice INV-00303 – CUST-025,INV-00303,CUST-025,tbrown,
GL-000604,2026-03-20,2026-03,4000,Revenue – Product Sales,Invoice,0,213345.84,Revenue recognition INV-00303,INV-00303,CUST-025,tbrown,
GL-000605,2026-03-11,2026-03,1200,Accounts Receivable,Invoice,316432.6,0,Invoice INV-00304 – CUST-026,INV-00304,CUST-026,arogers,
GL-000606,2026-03-11,2026-03,4000,Revenue – Product Sales,Invoice,0,316432.6,Revenue recognition INV-00304,INV-00304,CUST-026,tbrown,
GL-000607,2026-03-02,2026-03,1200,Accounts Receivable,Invoice,348506.62,0,Invoice INV-00305 – CUST-027,INV-00305,CUST-027,jsmith,
GL-000608,2026-03-02,2026-03,4000,Revenue – Product Sales,Invoice,0,348506.62,Revenue recognition INV-00305,INV-00305,CUST-027,jsmith,
GL-000609,2026-03-20,2026-03,1200,Accounts Receivable,Invoice,105218.0,0,Invoice INV-00306 – CUST-028,INV-00306,CUST-028,mlopez,
GL-000610,2026-03-20,2026-03,4000,Revenue – Product Sales,Invoice,0,105218.0,Revenue recognition INV-00306,INV-00306,CUST-028,arogers,
GL-000611,2026-03-20,2026-03,1200,Accounts Receivable,Invoice,19914.86,0,Invoice INV-00307 – CUST-029,INV-00307,CUST-029,kchan,
GL-000612,2026-03-20,2026-03,4000,Revenue – Product Sales,Invoice,0,19914.86,Revenue recognition INV-00307,INV-00307,CUST-029,tbrown,
GL-000613,2026-03-19,2026-03,1200,Accounts Receivable,Invoice,76684.62,0,Invoice INV-00308 – CUST-030,INV-00308,CUST-030,tbrown,
GL-000614,2026-03-19,2026-03,4000,Revenue – Product Sales,Invoice,0,76684.62,Revenue recognition INV-00308,INV-00308,CUST-030,kchan,
GL-000615,2026-03-19,2026-03,1200,Accounts Receivable,Invoice,16315.89,0,Invoice INV-00309 – CUST-031,INV-00309,CUST-031,jsmith,
GL-000616,2026-03-19,2026-03,4000,Revenue – Product Sales,Invoice,0,16315.89,Revenue recognition INV-00309,INV-00309,CUST-031,mlopez,
GL-000617,2026-03-24,2026-03,1200,Accounts Receivable,Invoice,68930.97,0,Invoice INV-00310 – CUST-032,INV-00310,CUST-032,arogers,
GL-000618,2026-03-24,2026-03,4000,Revenue – Product Sales,Invoice,0,68930.97,Revenue recognition INV-00310,INV-00310,CUST-032,jsmith,
GL-000619,2026-03-22,2026-03,1200,Accounts Receivable,Invoice,41225.53,0,Invoice INV-00311 – CUST-033,INV-00311,CUST-033,arogers,
GL-000620,2026-03-22,2026-03,4000,Revenue – Product Sales,Invoice,0,41225.53,Revenue recognition INV-00311,INV-00311,CUST-033,mlopez,
GL-000621,2026-03-11,2026-03,1200,Accounts Receivable,Invoice,29675.29,0,Invoice INV-00312 – CUST-034,INV-00312,CUST-034,tbrown,
GL-000622,2026-03-11,2026-03,4000,Revenue – Product Sales,Invoice,0,29675.29,Revenue recognition INV-00312,INV-00312,CUST-034,mlopez,
GL-000623,2026-03-24,2026-03,1200,Accounts Receivable,Invoice,96818.81,0,Invoice INV-00313 – CUST-035,INV-00313,CUST-035,jsmith,
GL-000624,2026-03-24,2026-03,4000,Revenue – Product Sales,Invoice,0,96818.81,Revenue recognition INV-00313,INV-00313,CUST-035,tbrown,
GL-000625,2026-03-11,2026-03,1200,Accounts Receivable,Invoice,240051.2,0,Invoice INV-00314 – CUST-036,INV-00314,CUST-036,mlopez,
GL-000626,2026-03-11,2026-03,4000,Revenue – Product Sales,Invoice,0,240051.2,Revenue recognition INV-00314,INV-00314,CUST-036,tbrown,
GL-000627,2026-03-25,2026-03,1200,Accounts Receivable,Invoice,32870.01,0,Invoice INV-00315 – CUST-036,INV-00315,CUST-036,tbrown,
GL-000628,2026-03-25,2026-03,4000,Revenue – Product Sales,Invoice,0,32870.01,Revenue recognition INV-00315,INV-00315,CUST-036,arogers,
GL-000629,2026-03-08,2026-03,1200,Accounts Receivable,Invoice,142206.56,0,Invoice INV-00316 – CUST-037,INV-00316,CUST-037,arogers,
GL-000630,2026-03-08,2026-03,4000,Revenue – Product Sales,Invoice,0,142206.56,Revenue recognition INV-00316,INV-00316,CUST-037,jsmith,
GL-000631,2026-03-11,2026-03,1200,Accounts Receivable,Invoice,94063.99,0,Invoice INV-00317 – CUST-037,INV-00317,CUST-037,mlopez,
GL-000632,2026-03-11,2026-03,4000,Revenue – Product Sales,Invoice,0,94063.99,Revenue recognition INV-00317,INV-00317,CUST-037,kchan,
GL-000633,2026-03-19,2026-03,1200,Accounts Receivable,Invoice,87475.26,0,Invoice INV-00318 – CUST-038,INV-00318,CUST-038,mlopez,
GL-000634,2026-03-19,2026-03,4000,Revenue – Product Sales,Invoice,0,87475.26,Revenue recognition INV-00318,INV-00318,CUST-038,tbrown,
GL-000635,2026-03-10,2026-03,1200,Accounts Receivable,Invoice,52521.11,0,Invoice INV-00319 – CUST-039,INV-00319,CUST-039,jsmith,
GL-000636,2026-03-10,2026-03,4000,Revenue – Product Sales,Invoice,0,52521.11,Revenue recognition INV-00319,INV-00319,CUST-039,jsmith,
GL-000637,2026-03-27,2026-03,1200,Accounts Receivable,Invoice,189173.75,0,Invoice INV-00320 – CUST-040,INV-00320,CUST-040,kchan,
GL-000638,2026-03-27,2026-03,4000,Revenue – Product Sales,Invoice,0,189173.75,Revenue recognition INV-00320,INV-00320,CUST-040,tbrown,
GL-000639,2026-03-19,2026-03,1200,Accounts Receivable,Invoice,8852.92,0,Invoice INV-00321 – CUST-041,INV-00321,CUST-041,tbrown,
GL-000640,2026-03-19,2026-03,4000,Revenue – Product Sales,Invoice,0,8852.92,Revenue recognition INV-00321,INV-00321,CUST-041,jsmith,
GL-000641,2026-03-02,2026-03,1200,Accounts Receivable,Invoice,52974.31,0,Invoice INV-00322 – CUST-042,INV-00322,CUST-042,jsmith,
GL-000642,2026-03-02,2026-03,4000,Revenue – Product Sales,Invoice,0,52974.31,Revenue recognition INV-00322,INV-00322,CUST-042,kchan,
GL-000643,2026-03-18,2026-03,1200,Accounts Receivable,Invoice,22171.87,0,Invoice INV-00323 – CUST-043,INV-00323,CUST-043,kchan,
GL-000644,2026-03-18,2026-03,4000,Revenue – Product Sales,Invoice,0,22171.87,Revenue recognition INV-00323,INV-00323,CUST-043,arogers,
GL-000645,2026-03-07,2026-03,1200,Accounts Receivable,Invoice,248724.36,0,Invoice INV-00324 – CUST-044,INV-00324,CUST-044,jsmith,
GL-000646,2026-03-07,2026-03,4000,Revenue – Product Sales,Invoice,0,248724.36,Revenue recognition INV-00324,INV-00324,CUST-044,kchan,
GL-000647,2026-03-19,2026-03,1200,Accounts Receivable,Invoice,365256.61,0,Invoice INV-00325 – CUST-045,INV-00325,CUST-045,tbrown,
GL-000648,2026-03-19,2026-03,4000,Revenue – Product Sales,Invoice,0,365256.61,Revenue recognition INV-00325,INV-00325,CUST-045,arogers,
GL-000649,2026-03-06,2026-03,1200,Accounts Receivable,Invoice,22566.15,0,Invoice INV-00326 – CUST-046,INV-00326,CUST-046,jsmith,
GL-000650,2026-03-06,2026-03,4000,Revenue – Product Sales,Invoice,0,22566.15,Revenue recognition INV-00326,INV-00326,CUST-046,kchan,
GL-000651,2026-03-24,2026-03,1200,Accounts Receivable,Invoice,90871.48,0,Invoice INV-00327 – CUST-047,INV-00327,CUST-047,jsmith,
GL-000652,2026-03-24,2026-03,4000,Revenue – Product Sales,Invoice,0,90871.48,Revenue recognition INV-00327,INV-00327,CUST-047,arogers,
GL-000653,2026-03-11,2026-03,1200,Accounts Receivable,Invoice,96229.67,0,Invoice INV-00328 – CUST-048,INV-00328,CUST-048,mlopez,
GL-000654,2026-03-11,2026-03,4000,Revenue – Product Sales,Invoice,0,96229.67,Revenue recognition INV-00328,INV-00328,CUST-048,jsmith,
GL-000655,2026-03-31,2026-03,1200,Accounts Receivable,Invoice,127934.76,0,Invoice INV-00329 – CUST-048,INV-00329,CUST-048,jsmith,
GL-000656,2026-03-31,2026-03,4000,Revenue – Product Sales,Invoice,0,127934.76,Revenue recognition INV-00329,INV-00329,CUST-048,jsmith,
GL-000657,2026-03-24,2026-03,1200,Accounts Receivable,Invoice,35376.16,0,Invoice INV-00330 – CUST-049,INV-00330,CUST-049,jsmith,
GL-000658,2026-03-24,2026-03,4000,Revenue – Product Sales,Invoice,0,35376.16,Revenue recognition INV-00330,INV-00330,CUST-049,kchan,
GL-000659,2026-03-26,2026-03,1200,Accounts Receivable,Invoice,5203.94,0,Invoice INV-00331 – CUST-049,INV-00331,CUST-049,mlopez,
GL-000660,2026-03-26,2026-03,4000,Revenue – Product Sales,Invoice,0,5203.94,Revenue recognition INV-00331,INV-00331,CUST-049,tbrown,
GL-000661,2026-03-29,2026-03,1200,Accounts Receivable,Invoice,209884.5,0,Invoice INV-00332 – CUST-050,INV-00332,CUST-050,jsmith,
GL-000662,2026-03-29,2026-03,4000,Revenue – Product Sales,Invoice,0,209884.5,Revenue recognition INV-00332,INV-00332,CUST-050,tbrown,
GL-000663,2026-03-05,2026-03,1200,Accounts Receivable,Invoice,22708.69,0,Invoice INV-00333 – CUST-051,INV-00333,CUST-051,kchan,
GL-000664,2026-03-05,2026-03,4000,Revenue – Product Sales,Invoice,0,22708.69,Revenue recognition INV-00333,INV-00333,CUST-051,mlopez,
GL-000665,2026-03-09,2026-03,1200,Accounts Receivable,Invoice,48560.83,0,Invoice INV-00334 – CUST-052,INV-00334,CUST-052,arogers,
GL-000666,2026-03-09,2026-03,4000,Revenue – Product Sales,Invoice,0,48560.83,Revenue recognition INV-00334,INV-00334,CUST-052,arogers,
GL-000667,2026-03-21,2026-03,1200,Accounts Receivable,Invoice,54893.82,0,Invoice INV-00335 – CUST-052,INV-00335,CUST-052,arogers,
GL-000668,2026-03-21,2026-03,4000,Revenue – Product Sales,Invoice,0,54893.82,Revenue recognition INV-00335,INV-00335,CUST-052,arogers,
GL-000669,2026-03-22,2026-03,1200,Accounts Receivable,Invoice,57918.44,0,Invoice INV-00336 – CUST-053,INV-00336,CUST-053,arogers,
GL-000670,2026-03-22,2026-03,4000,Revenue – Product Sales,Invoice,0,57918.44,Revenue recognition INV-00336,INV-00336,CUST-053,mlopez,
GL-000671,2026-03-08,2026-03,1200,Accounts Receivable,Invoice,39675.44,0,Invoice INV-00337 – CUST-054,INV-00337,CUST-054,jsmith,
GL-000672,2026-03-08,2026-03,4000,Revenue – Product Sales,Invoice,0,39675.44,Revenue recognition INV-00337,INV-00337,CUST-054,arogers,
GL-000673,2026-03-18,2026-03,1200,Accounts Receivable,Invoice,38552.12,0,Invoice INV-00338 – CUST-055,INV-00338,CUST-055,jsmith,
GL-000674,2026-03-18,2026-03,4000,Revenue – Product Sales,Invoice,0,38552.12,Revenue recognition INV-00338,INV-00338,CUST-055,tbrown,
GL-000675,2026-03-20,2026-03,1200,Accounts Receivable,Invoice,32530.6,0,Invoice INV-00339 – CUST-056,INV-00339,CUST-056,jsmith,
GL-000676,2026-03-20,2026-03,4000,Revenue – Product Sales,Invoice,0,32530.6,Revenue recognition INV-00339,INV-00339,CUST-056,tbrown,
GL-000677,2026-03-04,2026-03,1200,Accounts Receivable,Invoice,5364.23,0,Invoice INV-00340 – CUST-057,INV-00340,CUST-057,jsmith,
GL-000678,2026-03-04,2026-03,4000,Revenue – Product Sales,Invoice,0,5364.23,Revenue recognition INV-00340,INV-00340,CUST-057,tbrown,
GL-000679,2026-03-28,2026-03,1200,Accounts Receivable,Invoice,23528.36,0,Invoice INV-00341 – CUST-058,INV-00341,CUST-058,jsmith,
GL-000680,2026-03-28,2026-03,4000,Revenue – Product Sales,Invoice,0,23528.36,Revenue recognition INV-00341,INV-00341,CUST-058,jsmith,
GL-000681,2026-03-29,2026-03,1200,Accounts Receivable,Invoice,32710.62,0,Invoice INV-00342 – CUST-059,INV-00342,CUST-059,mlopez,
GL-000682,2026-03-29,2026-03,4000,Revenue – Product Sales,Invoice,0,32710.62,Revenue recognition INV-00342,INV-00342,CUST-059,tbrown,
GL-000683,2026-03-19,2026-03,1200,Accounts Receivable,Invoice,20478.67,0,Invoice INV-00343 – CUST-060,INV-00343,CUST-060,jsmith,
GL-000684,2026-03-19,2026-03,4000,Revenue – Product Sales,Invoice,0,20478.67,Revenue recognition INV-00343,INV-00343,CUST-060,mlopez,
GL-000685,2026-02-13,2026-02,1000,Cash – Operating Account,Cash Receipt,307110.74,0,Payment received RCP-00001 – CUST-001,RCP-00001,CUST-001,mlopez,
GL-000686,2026-02-13,2026-02,1200,Accounts Receivable,Cash Receipt,0,307110.74,AR cleared RCP-00001 against INV-00001,RCP-00001,CUST-001,tbrown,
GL-000687,2026-02-08,2026-02,1000,Cash – Operating Account,Cash Receipt,308701.53,0,Payment received RCP-00002 – CUST-001,RCP-00002,CUST-001,jsmith,
GL-000688,2026-02-08,2026-02,1200,Accounts Receivable,Cash Receipt,0,308701.53,AR cleared RCP-00002 against INV-00002,RCP-00002,CUST-001,mlopez,
GL-000689,2026-03-11,2026-03,1000,Cash – Operating Account,Cash Receipt,75750.66,0,Payment received RCP-00003 – CUST-001,RCP-00003,CUST-001,arogers,
GL-000690,2026-03-11,2026-03,1200,Accounts Receivable,Cash Receipt,0,75750.66,AR cleared RCP-00003 against INV-00003,RCP-00003,CUST-001,arogers,
GL-000691,2026-03-05,2026-03,1000,Cash – Operating Account,Cash Receipt,14166.12,0,Payment received RCP-00004 – CUST-002,RCP-00004,CUST-002,arogers,
GL-000692,2026-03-05,2026-03,1200,Accounts Receivable,Cash Receipt,0,14166.12,AR cleared RCP-00004 against INV-00004,RCP-00004,CUST-002,jsmith,
GL-000693,2026-03-31,2026-03,1000,Cash – Operating Account,Cash Receipt,419398.72,0,Payment received RCP-00005 – CUST-002,RCP-00005,CUST-002,arogers,
GL-000694,2026-03-31,2026-03,1200,Accounts Receivable,Cash Receipt,0,419398.72,AR cleared RCP-00005 against INV-00006,RCP-00005,CUST-002,kchan,
GL-000695,2026-03-26,2026-03,1000,Cash – Operating Account,Cash Receipt,143956.99,0,Payment received RCP-00006 – CUST-002,RCP-00006,CUST-002,tbrown,
GL-000696,2026-03-26,2026-03,1200,Accounts Receivable,Cash Receipt,0,143956.99,AR cleared RCP-00006 against INV-00008,RCP-00006,CUST-002,kchan,
GL-000697,2026-02-26,2026-02,1000,Cash – Operating Account,Cash Receipt,5833.32,0,Payment received RCP-00007 – CUST-002,RCP-00007,CUST-002,kchan,
GL-000698,2026-02-26,2026-02,1200,Accounts Receivable,Cash Receipt,0,5833.32,AR cleared RCP-00007 against INV-00009,RCP-00007,CUST-002,arogers,
GL-000699,2026-03-08,2026-03,1000,Cash – Operating Account,Cash Receipt,389542.45,0,Payment received RCP-00008 – CUST-003,RCP-00008,CUST-003,tbrown,
GL-000700,2026-03-08,2026-03,1200,Accounts Receivable,Cash Receipt,0,389542.45,AR cleared RCP-00008 against INV-00010,RCP-00008,CUST-003,mlopez,
GL-000701,2026-02-22,2026-02,1000,Cash – Operating Account,Cash Receipt,355854.22,0,Payment received RCP-00009 – CUST-003,RCP-00009,CUST-003,kchan,
GL-000702,2026-02-22,2026-02,1200,Accounts Receivable,Cash Receipt,0,355854.22,AR cleared RCP-00009 against INV-00012,RCP-00009,CUST-003,mlopez,
GL-000703,2026-03-22,2026-03,1000,Cash – Operating Account,Cash Receipt,1028845.06,0,Payment received RCP-00010 – CUST-004,RCP-00010,CUST-004,mlopez,
GL-000704,2026-03-22,2026-03,1200,Accounts Receivable,Cash Receipt,0,1028845.06,AR cleared RCP-00010 against INV-00013,RCP-00010,CUST-004,jsmith,
GL-000705,2026-02-23,2026-02,1000,Cash – Operating Account,Cash Receipt,499121.43,0,Payment received RCP-00011 – CUST-005,RCP-00011,CUST-005,tbrown,
GL-000706,2026-02-23,2026-02,1200,Accounts Receivable,Cash Receipt,0,499121.43,AR cleared RCP-00011 against INV-00015,RCP-00011,CUST-005,tbrown,
GL-000707,2026-02-14,2026-02,1000,Cash – Operating Account,Cash Receipt,382314.95,0,Payment received RCP-00012 – CUST-006,RCP-00012,CUST-006,kchan,
GL-000708,2026-02-14,2026-02,1200,Accounts Receivable,Cash Receipt,0,382314.95,AR cleared RCP-00012 against INV-00017,RCP-00012,CUST-006,jsmith,
GL-000709,2026-02-02,2026-02,1000,Cash – Operating Account,Cash Receipt,92272.74,0,Payment received RCP-00013 – CUST-006,RCP-00013,CUST-006,jsmith,
GL-000710,2026-02-02,2026-02,1200,Accounts Receivable,Cash Receipt,0,92272.74,AR cleared RCP-00013 against INV-00018,RCP-00013,CUST-006,jsmith,
GL-000711,2026-03-05,2026-03,1000,Cash – Operating Account,Cash Receipt,323123.5,0,Payment received RCP-00014 – CUST-007,RCP-00014,CUST-007,tbrown,
GL-000712,2026-03-05,2026-03,1200,Accounts Receivable,Cash Receipt,0,323123.5,AR cleared RCP-00014 against INV-00019,RCP-00014,CUST-007,tbrown,
GL-000713,2026-04-01,2026-04,1000,Cash – Operating Account,Cash Receipt,85707.72,0,Payment received RCP-00015 – CUST-007,RCP-00015,CUST-007,arogers,
GL-000714,2026-04-01,2026-04,1200,Accounts Receivable,Cash Receipt,0,85707.72,AR cleared RCP-00015 against INV-00020,RCP-00015,CUST-007,tbrown,
GL-000715,2026-03-27,2026-03,1000,Cash – Operating Account,Cash Receipt,78315.8,0,Payment received RCP-00016 – CUST-007,RCP-00016,CUST-007,tbrown,
GL-000716,2026-03-27,2026-03,1200,Accounts Receivable,Cash Receipt,0,78315.8,AR cleared RCP-00016 against INV-00021,RCP-00016,CUST-007,jsmith,
GL-000717,2026-03-18,2026-03,1000,Cash – Operating Account,Cash Receipt,3551.98,0,Payment received RCP-00017 – CUST-008,RCP-00017,CUST-008,mlopez,
GL-000718,2026-03-18,2026-03,1200,Accounts Receivable,Cash Receipt,0,3551.98,AR cleared RCP-00017 against INV-00022,RCP-00017,CUST-008,kchan,
GL-000719,2026-03-10,2026-03,1000,Cash – Operating Account,Cash Receipt,351984.97,0,Payment received RCP-00018 – CUST-008,RCP-00018,CUST-008,mlopez,
GL-000720,2026-03-10,2026-03,1200,Accounts Receivable,Cash Receipt,0,351984.97,AR cleared RCP-00018 against INV-00023,RCP-00018,CUST-008,kchan,
GL-000721,2026-02-28,2026-02,1000,Cash – Operating Account,Cash Receipt,81597.51,0,Payment received RCP-00019 – CUST-009,RCP-00019,CUST-009,arogers,
GL-000722,2026-02-28,2026-02,1200,Accounts Receivable,Cash Receipt,0,81597.51,AR cleared RCP-00019 against INV-00024,RCP-00019,CUST-009,tbrown,
GL-000723,2026-03-08,2026-03,1000,Cash – Operating Account,Cash Receipt,215766.06,0,Payment received RCP-00020 – CUST-009,RCP-00020,CUST-009,kchan,
GL-000724,2026-03-08,2026-03,1200,Accounts Receivable,Cash Receipt,0,215766.06,AR cleared RCP-00020 against INV-00025,RCP-00020,CUST-009,kchan,
GL-000725,2026-03-03,2026-03,1000,Cash – Operating Account,Cash Receipt,20151.04,0,Payment received RCP-00021 – CUST-009,RCP-00021,CUST-009,kchan,
GL-000726,2026-03-03,2026-03,1200,Accounts Receivable,Cash Receipt,0,20151.04,AR cleared RCP-00021 against INV-00026,RCP-00021,CUST-009,kchan,
GL-000727,2026-03-09,2026-03,1000,Cash – Operating Account,Cash Receipt,129934.44,0,Payment received RCP-00022 – CUST-010,RCP-00022,CUST-010,tbrown,
GL-000728,2026-03-09,2026-03,1200,Accounts Receivable,Cash Receipt,0,129934.44,AR cleared RCP-00022 against INV-00027,RCP-00022,CUST-010,mlopez,
GL-000729,2026-03-30,2026-03,1000,Cash – Operating Account,Cash Receipt,399381.75,0,Payment received RCP-00023 – CUST-010,RCP-00023,CUST-010,kchan,
GL-000730,2026-03-30,2026-03,1200,Accounts Receivable,Cash Receipt,0,399381.75,AR cleared RCP-00023 against INV-00028,RCP-00023,CUST-010,jsmith,
